"Date","Price","Open","High","Low","Vol.","Change %"
"08/31/2023","207.82","207.23","208.73","204.68","","0.28%"
"08/30/2023","207.23","206.44","207.26","205.14","","0.38%"
"08/29/2023","206.44","206.36","206.44","204.69","","0.04%"
"08/28/2023","206.36","207.67","207.71","205.79","","-0.63%"
"08/25/2023","207.67","206.90","207.84","205.74","","0.37%"
"08/24/2023","206.90","207.47","207.47","204.77","","-0.27%"
"08/23/2023","207.47","206.59","207.53","205.47","","0.43%"
"08/22/2023","206.59","207.38","207.84","205.33","","-0.38%"
"08/21/2023","207.38","207.16","207.38","205.49","","0.11%"
"08/18/2023","207.16","205.97","207.16","205.20","","0.58%"
"08/17/2023","205.97","206.74","206.90","204.87","","0.26%"
"08/16/2023","205.43","205.93","206.38","205.32","","-0.24%"
"08/14/2023","205.93","205.42","206.06","204.41","","0.25%"
"08/11/2023","205.42","205.97","206.78","204.86","","-0.27%"
"08/10/2023","205.97","205.32","206.27","203.72","","0.32%"
"08/09/2023","205.32","205.36","205.82","203.72","","-0.02%"
"08/08/2023","205.36","206.27","207.15","204.87","","-0.44%"
"08/04/2023","206.27","206.06","206.35","204.21","","0.10%"
"08/03/2023","206.06","207.97","207.97","205.64","","-0.92%"
"08/02/2023","207.97","207.91","208.37","206.46","","0.03%"
"08/01/2023","207.91","208.48","208.66","207.33","","-0.27%"
"07/31/2023","208.48","207.95","208.48","205.82","","0.25%"
"07/28/2023","207.95","206.76","207.97","205.31","","0.58%"
"07/27/2023","206.76","205.68","206.76","205.10","","0.53%"
"07/26/2023","205.68","205.16","205.68","203.88","","0.25%"
"07/25/2023","205.16","204.28","205.17","203.30","","0.43%"
"07/24/2023","204.28","204.77","204.77","202.89","","-0.24%"
"07/21/2023","204.77","203.95","205.41","202.40","","0.40%"
"07/20/2023","203.95","202.70","203.95","201.20","","0.50%"
"07/19/2023","202.94","203.83","203.95","201.98","","-0.44%"
"07/18/2023","203.83","203.75","203.86","201.92","","0.04%"
"07/17/2023","203.75","203.38","203.75","202.05","","0.18%"
"07/14/2023","203.38","202.91","203.58","201.08","","0.23%"
"07/13/2023","202.91","202.83","203.00","201.34","","0.04%"
"07/12/2023","202.83","203.12","203.12","201.61","","-0.14%"
"07/11/2023","203.12","203.02","203.18","201.34","","0.05%"
"07/10/2023","203.02","202.47","203.02","201.61","","0.27%"
"07/07/2023","202.47","201.27","202.47","200.57","","0.60%"
"07/06/2023","201.27","200.97","202.09","199.99","","0.15%"
"07/05/2023","200.97","200.09","200.99","198.99","","0.44%"
"07/04/2023","200.09","199.99","200.15","198.87","","0.05%"
"07/03/2023","199.99","199.98","200.07","198.56","","0.57%"
"06/29/2023","198.85","198.20","198.85","197.12","","0.33%"
"06/27/2023","198.20","197.44","198.20","196.81","","0.38%"
"06/26/2023","197.44","196.83","197.44","195.94","","0.31%"
"06/23/2023","196.83","197.85","197.85","196.10","","-0.52%"
"06/22/2023","197.85","197.17","197.85","195.63","","0.34%"
"06/21/2023","197.17","197.13","197.58","196.45","","0.02%"
"06/20/2023","197.13","196.88","197.24","196.03","","0.13%"
"06/19/2023","196.88","196.36","196.88","195.46","","0.26%"
"06/16/2023","196.36","195.13","196.67","195.06","","0.63%"
"06/15/2023","195.13","195.51","196.02","193.96","","-0.19%"
"06/14/2023","195.51","195.05","196.03","193.99","","0.24%"
"06/13/2023","195.05","193.33","195.14","193.33","","-1.03%"
"06/12/2023","197.07","198.94","199.12","196.25","","-0.94%"
"06/09/2023","198.94","196.05","199.28","196.05","","1.47%"
"06/08/2023","196.05","195.92","197.78","195.10","","0.07%"
"06/07/2023","195.92","195.71","196.14","194.59","","0.11%"
"06/06/2023","195.71","195.60","195.99","192.68","","0.06%"
"06/05/2023","195.60","195.04","196.22","193.78","","0.47%"
"06/02/2023","194.68","195.04","196.53","194.62","","-0.18%"
"06/01/2023","195.04","195.51","195.56","194.49","","0.60%"
"05/31/2023","193.88","195.50","195.50","193.52","","-0.83%"
"05/30/2023","195.50","194.89","195.86","192.93","","0.31%"
"05/26/2023","194.89","196.42","196.42","193.82","","-0.78%"
"05/25/2023","196.42","196.26","196.51","194.38","","0.08%"
"05/24/2023","196.26","196.26","196.28","195.06","","0.00%"
"05/23/2023","196.26","196.52","196.52","194.93","","-0.13%"
"05/22/2023","196.52","196.54","197.19","195.51","","-0.01%"
"05/19/2023","196.54","195.98","196.54","194.32","","0.29%"
"05/17/2023","195.98","196.47","196.72","194.62","","-0.25%"
"05/16/2023","196.47","196.08","196.47","194.63","","0.20%"
"05/15/2023","196.08","200.40","200.40","194.25","","-2.16%"
"05/12/2023","200.40","199.85","200.69","198.49","","0.28%"
"05/11/2023","199.85","198.75","199.93","197.53","","0.55%"
"05/10/2023","198.75","199.59","201.24","197.53","","-0.42%"
"05/09/2023","199.59","198.88","199.85","198.25","","0.36%"
"05/08/2023","198.88","198.91","199.56","198.03","","-0.02%"
"05/05/2023","198.91","198.58","199.22","197.94","","0.17%"
"05/04/2023","198.58","196.58","198.85","196.27","","0.06%"
"05/02/2023","198.47","198.02","198.47","195.67","","0.23%"
"04/28/2023","198.02","197.38","198.02","196.04","","0.32%"
"04/27/2023","197.38","198.49","198.49","195.05","","-0.56%"
"04/26/2023","198.49","198.72","198.72","196.48","","-0.12%"
"04/25/2023","198.72","197.75","198.72","196.58","","0.49%"
"04/24/2023","197.75","197.70","197.84","194.81","","0.03%"
"04/20/2023","197.70","198.55","198.55","195.04","","-0.43%"
"04/19/2023","198.55","199.31","199.31","195.44","","-0.38%"
"04/17/2023","199.31","199.72","199.74","196.61","","-0.21%"
"04/14/2023","199.72","198.99","199.72","198.25","","0.37%"
"04/13/2023","198.99","200.13","200.13","198.67","","-0.57%"
"04/12/2023","200.13","200.12","200.22","198.31","","0.01%"
"04/11/2023","200.12","199.62","200.12","197.14","","0.25%"
"04/07/2023","199.62","199.91","200.07","199.35","","-0.15%"
"04/06/2023","199.91","199.37","200.41","198.90","","0.27%"
"04/05/2023","199.37","199.95","199.95","198.39","","-0.29%"
"04/04/2023","199.95","200.04","200.42","199.09","","-0.04%"
"04/03/2023","200.04","200.61","200.61","198.49","","-0.28%"
"03/31/2023","200.61","201.38","201.38","200.12","","-0.38%"
"03/30/2023","201.38","202.22","202.22","200.72","","-0.42%"
"03/29/2023","202.22","202.65","202.92","201.60","","-0.21%"
"03/28/2023","202.65","203.03","203.09","201.36","","-0.19%"
"03/27/2023","203.03","203.38","203.43","201.02","","-0.17%"
"03/24/2023","203.38","203.53","203.55","202.42","","-0.07%"
"03/23/2023","203.53","203.69","203.69","201.68","","-0.08%"
"03/22/2023","203.69","203.73","204.02","201.16","","-0.02%"
"03/21/2023","203.73","204.71","204.71","202.21","","-0.48%"
"03/20/2023","204.71","206.10","206.10","203.30","","-0.67%"
"03/17/2023","206.10","206.36","206.36","204.74","","-0.13%"
"03/16/2023","206.36","207.12","207.12","204.79","","-0.37%"
"03/15/2023","207.12","207.37","207.57","205.87","","-0.12%"
"03/14/2023","207.37","207.79","207.85","206.17","","-0.20%"
"03/13/2023","207.79","207.85","208.04","206.56","","-0.03%"
"03/10/2023","207.85","206.99","207.85","206.00","","0.42%"
"03/09/2023","206.99","206.32","207.15","205.57","","0.32%"
"03/08/2023","206.32","207.10","207.10","205.82","","-0.38%"
"03/07/2023","207.10","206.73","207.10","205.28","","0.18%"
"03/06/2023","206.73","206.18","206.84","204.34","","0.27%"
"03/03/2023","206.18","205.88","206.18","204.35","","0.15%"
"03/02/2023","205.88","206.09","206.09","204.29","","-0.10%"
"03/01/2023","206.09","206.18","206.42","204.60","","-0.04%"
"02/28/2023","206.18","205.49","206.18","203.39","","0.34%"
"02/27/2023","205.49","205.37","206.05","204.16","","0.06%"
"02/24/2023","205.37","204.30","205.37","203.69","","0.52%"
"02/23/2023","204.30","204.44","204.68","203.34","","-0.07%"
"02/22/2023","204.44","205.18","205.18","202.72","","-0.36%"
"02/21/2023","205.18","204.72","205.38","201.70","","0.22%"
"02/20/2023","204.72","205.48","205.48","204.00","","-0.37%"
"02/17/2023","205.48","205.80","206.22","203.67","","-0.16%"
"02/16/2023","205.80","204.59","205.80","203.63","","0.59%"
"02/15/2023","204.59","204.18","205.07","203.35","","0.20%"
"02/14/2023","204.18","203.65","205.15","203.10","","0.26%"
"02/13/2023","203.65","202.55","204.15","202.13","","0.54%"
"02/10/2023","202.55","202.50","202.91","201.36","","0.02%"
"02/09/2023","202.50","201.23","203.00","200.89","","0.63%"
"02/08/2023","201.23","201.12","202.26","200.49","","0.05%"
"02/07/2023","201.12","200.89","201.12","199.06","","0.11%"
"02/06/2023","200.89","200.44","200.89","199.78","","0.22%"
"02/03/2023","200.44","200.76","201.27","199.79","","-0.16%"
"02/02/2023","200.76","200.75","200.89","198.97","","0.00%"
"02/01/2023","200.75","199.26","200.75","198.51","","0.75%"
"01/31/2023","199.26","199.44","199.78","198.36","","-0.09%"
"01/30/2023","199.44","198.52","199.44","196.58","","0.46%"
"01/27/2023","198.52","199.22","199.22","196.43","","-0.35%"
"01/26/2023","199.22","197.85","199.22","196.36","","0.69%"
"01/25/2023","197.85","197.58","197.85","195.84","","0.14%"
"01/24/2023","197.58","197.47","198.44","196.88","","0.06%"
"01/23/2023","197.47","197.94","198.03","195.45","","-0.24%"
"01/20/2023","197.94","197.14","197.94","196.64","","0.41%"
"01/19/2023","197.14","197.26","197.32","194.99","","-0.06%"
"01/18/2023","197.26","196.42","197.45","195.60","","0.43%"
"01/17/2023","196.42","197.04","197.04","195.78","","-0.31%"
"01/16/2023","197.04","197.37","197.53","195.94","","-0.17%"
"01/13/2023","197.37","198.88","198.88","196.95","","-0.76%"
"01/12/2023","198.88","197.05","198.92","197.05","","0.93%"
"01/11/2023","197.05","197.59","198.94","196.04","","-0.27%"
"01/10/2023","197.59","198.91","198.91","194.73","","-0.66%"
"01/09/2023","198.91","199.94","199.94","196.10","","-0.52%"
"01/06/2023","199.94","202.45","202.50","199.58","","-1.24%"
"01/05/2023","202.45","202.69","202.69","199.43","","-0.12%"
"01/04/2023","202.69","203.99","203.99","198.58","","-0.64%"
"01/03/2023","203.99","206.34","206.34","203.74","","-1.14%"
"01/02/2023","206.34","203.22","206.34","202.27","","1.54%"
"12/30/2022","203.22","201.50","204.02","200.81","","0.85%"
"12/29/2022","201.50","201.78","201.78","198.10","","-0.14%"
"12/28/2022","201.78","203.29","203.29","199.42","","-0.74%"
"12/27/2022","203.29","203.02","203.33","197.68","","0.13%"
"12/23/2022","203.02","200.86","203.02","197.35","","1.08%"
"12/22/2022","200.86","199.48","200.86","195.60","","0.69%"
"12/21/2022","199.48","199.25","199.49","195.60","","0.12%"
"12/20/2022","199.25","198.27","198.27","196.69","","-0.15%"
"12/19/2022","199.55","199.55","199.55","196.57","","0.00%"
"12/16/2022","199.55","199.40","200.07","196.40","","0.08%"
"12/15/2022","199.40","196.76","199.40","194.54","","1.34%"
"12/14/2022","196.76","197.01","197.85","194.22","","-0.13%"
"12/13/2022","197.01","196.36","197.01","193.43","","0.33%"
"12/12/2022","196.36","193.38","196.37","192.25","","1.54%"
"12/09/2022","193.38","191.64","193.85","189.09","","0.91%"
"12/08/2022","191.64","191.64","191.64","191.64","","-0.31%"
"12/07/2022","192.24","192.36","192.36","190.58","","-0.06%"
"12/06/2022","192.36","190.95","192.36","189.10","","0.74%"
"12/05/2022","190.95","190.23","191.32","188.62","","0.38%"
"12/02/2022","190.23","191.61","191.61","187.02","","-0.72%"
"12/01/2022","191.61","192.62","192.62","189.76","","-0.52%"
"11/30/2022","192.62","193.32","193.49","190.79","","-0.36%"
"11/29/2022","193.32","194.04","194.04","191.47","","-0.37%"
"11/28/2022","194.04","194.46","194.46","191.14","","-0.22%"
"11/25/2022","194.46","193.69","194.46","191.17","","0.40%"
"11/24/2022","193.69","193.98","193.98","191.26","","-0.15%"
"11/23/2022","193.98","194.16","194.16","191.76","","-0.09%"
"11/22/2022","194.16","194.37","195.09","192.88","","-0.11%"
"11/21/2022","194.37","193.56","194.37","192.16","","0.42%"
"11/18/2022","193.56","193.75","194.24","192.42","","-0.10%"
"11/17/2022","193.75","192.86","193.75","190.71","","0.46%"
"11/16/2022","192.86","192.89","193.34","191.39","","-0.02%"
"11/14/2022","192.89","195.24","195.24","192.80","","-1.20%"
"11/11/2022","195.24","194.86","195.24","192.88","","0.20%"
"11/10/2022","194.86","195.21","195.21","192.84","","-0.18%"
"11/09/2022","195.21","197.53","197.53","194.24","","-1.17%"
"11/08/2022","197.53","199.59","199.59","196.02","","-1.03%"
"11/07/2022","199.59","198.96","199.59","195.06","","0.32%"
"11/04/2022","198.96","200.68","200.68","196.18","","-0.86%"
"11/03/2022","200.68","201.38","201.42","199.68","","-0.35%"
"11/02/2022","201.38","201.89","202.36","199.51","","-0.25%"
"10/31/2022","201.89","201.89","201.89","201.89","","0.19%"
"10/28/2022","201.50","201.84","202.25","198.54","","-0.17%"
"10/27/2022","201.84","200.84","202.22","199.16","","0.50%"
"10/26/2022","200.84","200.01","200.84","198.14","","0.41%"
"10/25/2022","200.01","200.29","200.53","198.47","","-0.14%"
"10/24/2022","200.29","200.89","201.52","199.31","","-0.30%"
"10/21/2022","200.89","200.47","200.89","198.20","","0.21%"
"10/20/2022","200.47","199.82","200.47","197.31","","0.33%"
"10/19/2022","199.82","199.18","200.21","197.53","","0.32%"
"10/18/2022","199.18","199.85","200.05","197.59","","-0.34%"
"10/17/2022","199.85","198.81","201.31","197.78","","0.52%"
"10/14/2022","198.81","198.78","199.90","198.51","","0.02%"
"10/13/2022","198.78","199.08","200.96","198.75","","-0.15%"
"10/12/2022","199.08","200.98","202.44","198.75","","-0.95%"
"10/11/2022","200.98","201.77","202.45","199.48","","-0.39%"
"10/10/2022","201.77","203.74","204.05","200.20","","-0.97%"
"10/07/2022","203.74","202.57","204.31","202.09","","0.58%"
"10/06/2022","202.57","201.36","202.57","200.23","","0.60%"
"10/05/2022","201.36","202.77","202.96","200.75","","-0.70%"
"10/04/2022","202.77","203.11","203.85","201.74","","-0.17%"
"10/03/2022","203.11","205.32","205.82","201.85","","-1.08%"
"09/30/2022","205.32","205.43","205.79","202.03","","-0.05%"
"09/29/2022","205.43","204.69","205.43","203.36","","0.36%"
"09/28/2022","204.69","204.62","205.16","202.27","","0.03%"
"09/27/2022","204.62","206.02","206.28","203.50","","-0.68%"
"09/26/2022","206.02","206.84","206.84","202.42","","-0.40%"
"09/23/2022","206.84","207.21","207.22","204.18","","-0.18%"
"09/22/2022","207.21","207.24","207.80","203.89","","-0.01%"
"09/21/2022","207.24","208.18","208.32","206.06","","-0.45%"
"09/20/2022","208.18","208.67","208.87","205.51","","-0.23%"
"09/19/2022","208.67","208.49","208.67","205.74","","0.09%"
"09/16/2022","208.49","204.66","208.50","204.30","","1.87%"
"09/15/2022","204.66","204.86","205.31","203.80","","-0.10%"
"09/14/2022","204.86","203.69","205.02","203.55","","0.57%"
"09/13/2022","203.69","203.76","204.14","203.14","","-0.03%"
"09/12/2022","203.76","203.57","204.04","202.70","","0.09%"
"09/09/2022","203.57","203.74","204.16","202.83","","-0.51%"
"09/07/2022","204.62","204.21","204.66","203.73","","0.20%"
"09/06/2022","204.21","204.83","205.00","202.91","","0.04%"
"09/05/2022","204.13","204.13","204.13","204.13","","0.03%"
"09/02/2022","204.07","204.76","204.76","203.86","","-0.34%"
"09/01/2022","204.76","206.85","206.85","204.76","","-1.01%"
"08/31/2022","206.85","205.63","206.86","204.25","","0.59%"
"08/30/2022","205.63","206.06","206.15","204.49","","-0.21%"
"08/29/2022","206.06","206.07","206.07","204.09","","0.00%"
"08/26/2022","206.07","205.63","206.31","204.06","","0.21%"
"08/25/2022","205.63","206.47","206.61","204.56","","-0.41%"
"08/24/2022","206.47","206.47","206.72","204.33","","0.00%"
"08/23/2022","206.47","206.63","206.63","203.59","","-0.08%"
"08/22/2022","206.63","206.92","206.92","203.84","","-0.14%"
"08/19/2022","206.92","206.70","207.28","204.74","","0.11%"
"08/18/2022","206.70","206.88","206.88","203.97","","-0.09%"
"08/17/2022","206.88","207.99","207.99","206.18","","-0.53%"
"08/16/2022","207.99","208.43","208.60","206.07","","-0.21%"
"08/12/2022","208.43","208.21","208.46","206.96","","0.11%"
"08/11/2022","208.21","207.99","208.75","206.28","","0.11%"
"08/10/2022","207.99","208.51","208.87","205.79","","-0.25%"
"08/09/2022","208.51","209.24","209.24","206.85","","-0.35%"
"08/05/2022","209.24","208.35","209.82","207.48","","0.43%"
"08/04/2022","208.35","209.49","209.49","208.02","","-0.62%"
"08/03/2022","209.64","209.12","209.64","207.27","","0.25%"
"08/02/2022","209.12","209.30","209.30","206.59","","-0.09%"
"08/01/2022","209.30","209.87","209.87","207.56","","-0.27%"
"07/29/2022","209.87","210.41","210.41","205.94","","-0.26%"
"07/28/2022","210.41","210.39","211.04","207.87","","0.01%"
"07/27/2022","210.39","208.33","210.39","207.15","","0.99%"
"07/26/2022","208.33","208.69","208.69","206.06","","-0.17%"
"07/25/2022","208.69","207.10","208.69","205.51","","0.77%"
"07/22/2022","207.10","207.57","207.57","205.36","","-0.23%"
"07/21/2022","207.57","207.55","207.57","204.91","","0.01%"
"07/20/2022","207.55","207.64","207.64","205.84","","-0.04%"
"07/19/2022","207.64","208.36","208.36","205.97","","-0.35%"
"07/18/2022","208.36","207.29","208.36","206.57","","0.52%"
"07/15/2022","207.29","207.27","207.72","206.89","","0.01%"
"07/14/2022","207.27","206.50","207.32","205.76","","0.37%"
"07/13/2022","206.50","206.82","207.49","205.39","","-0.15%"
"07/12/2022","206.82","206.82","206.82","206.82","","-0.27%"
"07/11/2022","207.39","206.88","207.71","206.86","","0.25%"
"07/08/2022","206.88","207.92","207.92","206.32","","-0.50%"
"07/07/2022","207.92","207.12","208.63","206.67","","0.39%"
"07/06/2022","207.12","207.79","207.85","206.40","","-0.32%"
"07/05/2022","207.79","206.61","207.79","205.42","","0.57%"
"07/04/2022","206.61","207.35","207.47","206.13","","-0.36%"
"07/01/2022","207.35","207.65","207.65","205.28","","-0.14%"
"06/30/2022","207.65","206.94","207.90","205.87","","0.34%"
"06/29/2022","206.94","207.72","208.32","205.49","","-0.38%"
"06/28/2022","207.72","208.02","208.60","207.23","","-0.14%"
"06/27/2022","208.02","207.83","208.99","207.03","","0.09%"
"06/24/2022","207.83","209.40","209.70","207.37","","-0.75%"
"06/23/2022","209.40","209.96","210.39","208.81","","-0.27%"
"06/22/2022","209.96","209.72","209.97","208.48","","0.11%"
"06/21/2022","209.72","210.33","210.55","208.90","","-0.29%"
"06/20/2022","210.33","210.43","210.93","208.77","","-0.05%"
"06/17/2022","210.43","209.76","211.00","209.48","","0.32%"
"06/16/2022","209.76","208.93","209.90","208.10","","0.40%"
"06/15/2022","208.93","209.95","209.95","208.25","","-0.49%"
"06/14/2022","209.95","209.49","210.07","207.83","","0.22%"
"06/13/2022","209.49","209.01","209.49","206.46","","0.23%"
"06/10/2022","209.01","208.05","209.37","207.10","","0.46%"
"06/09/2022","208.05","209.01","209.50","208.05","","-0.46%"
"06/08/2022","209.01","208.50","208.68","207.03","","0.24%"
"06/07/2022","208.50","207.37","209.37","206.80","","0.54%"
"06/03/2022","207.37","208.66","208.66","206.53","","-0.62%"
"06/02/2022","208.66","209.45","209.45","207.11","","-0.38%"
"06/01/2022","209.45","210.68","210.68","208.64","","-0.58%"
"05/31/2022","210.68","208.32","210.68","206.73","","1.13%"
"05/30/2022","208.32","206.19","208.32","205.35","","1.03%"
"05/27/2022","206.19","204.88","206.19","203.93","","0.64%"
"05/25/2022","204.88","204.99","205.37","204.69","","-0.05%"
"05/24/2022","204.99","206.27","206.46","204.52","","-0.62%"
"05/23/2022","206.27","207.16","207.23","204.42","","-0.43%"
"05/20/2022","207.16","207.72","207.81","205.65","","-0.27%"
"05/19/2022","207.72","208.79","209.61","206.78","","-0.51%"
"05/18/2022","208.79","210.24","210.24","207.26","","-0.69%"
"05/17/2022","210.24","214.15","214.19","206.82","","-1.83%"
"05/16/2022","214.15","217.53","217.53","212.37","","-1.55%"
"05/13/2022","217.53","215.98","217.79","214.11","","0.72%"
"05/12/2022","215.98","215.13","215.98","214.73","","0.40%"
"05/11/2022","215.13","214.65","215.49","214.45","","0.22%"
"05/10/2022","214.65","216.25","217.06","214.45","","-0.74%"
"05/09/2022","216.25","217.33","218.50","215.57","","-0.50%"
"05/06/2022","217.33","216.14","218.64","215.42","","0.55%"
"05/05/2022","216.14","217.56","217.61","214.93","","-0.65%"
"05/04/2022","217.56","218.24","218.24","214.60","","-0.31%"
"05/03/2022","218.24","220.25","220.46","217.12","","-0.91%"
"04/29/2022","220.25","218.28","220.57","217.71","","0.31%"
"04/27/2022","219.58","219.22","220.28","218.81","","0.16%"
"04/26/2022","219.22","220.68","220.68","218.04","","-0.66%"
"04/25/2022","220.68","219.68","220.78","218.59","","0.46%"
"04/22/2022","219.68","220.67","221.37","219.68","","-0.45%"
"04/21/2022","220.67","219.33","220.67","219.32","","0.61%"
"04/20/2022","219.33","219.40","220.07","218.52","","-0.03%"
"04/19/2022","219.40","218.88","220.48","218.51","","0.24%"
"04/15/2022","218.88","217.25","219.32","217.25","","0.75%"
"04/14/2022","217.25","217.43","218.50","216.45","","-0.08%"
"04/13/2022","217.43","216.91","217.43","216.12","","0.24%"
"04/12/2022","216.91","217.13","217.20","215.51","","-0.10%"
"04/11/2022","217.13","217.92","218.46","215.77","","-0.36%"
"04/08/2022","217.92","218.21","218.63","217.47","","-0.13%"
"04/07/2022","218.21","218.36","218.57","216.83","","-0.07%"
"04/06/2022","218.36","217.74","219.59","217.74","","0.28%"
"04/05/2022","217.74","217.57","218.34","216.13","","0.08%"
"04/04/2022","217.57","218.81","219.14","217.17","","-0.57%"
"04/01/2022","218.81","219.34","219.96","218.51","","-0.24%"
"03/31/2022","219.34","220.98","220.98","217.85","","-0.74%"
"03/30/2022","220.98","218.66","221.08","218.40","","1.06%"
"03/29/2022","218.66","218.18","219.12","217.51","","0.22%"
"03/28/2022","218.18","219.93","220.17","218.18","","-0.80%"
"03/25/2022","219.93","217.65","219.97","216.54","","1.05%"
"03/24/2022","217.65","217.03","218.23","217.00","","0.29%"
"03/23/2022","217.03","216.91","217.49","215.66","","0.06%"
"03/22/2022","216.91","215.06","216.98","214.73","","0.86%"
"03/21/2022","215.06","214.07","215.68","213.14","","0.46%"
"03/18/2022","214.07","215.02","216.12","214.05","","-0.44%"
"03/17/2022","215.02","214.52","215.03","213.53","","0.23%"
"03/16/2022","214.52","214.41","215.07","213.65","","0.05%"
"03/15/2022","214.41","214.87","215.23","213.00","","-0.21%"
"03/14/2022","214.87","216.15","216.15","214.19","","-0.59%"
"03/11/2022","216.15","214.61","216.15","213.84","","0.72%"
"03/10/2022","214.61","215.44","215.44","211.95","","-0.39%"
"03/09/2022","215.44","212.58","215.48","211.98","","1.35%"
"03/08/2022","212.58","215.72","215.72","212.58","","-1.46%"
"03/07/2022","215.72","215.70","215.86","213.82","","0.01%"
"03/04/2022","215.70","217.48","218.32","215.70","","-0.82%"
"03/03/2022","217.48","216.83","217.96","215.55","","0.30%"
"03/02/2022","216.83","218.79","218.89","216.78","","-0.90%"
"03/01/2022","218.79","219.62","219.62","217.04","","-0.38%"
"02/28/2022","219.62","217.13","219.62","216.70","","1.15%"
"02/25/2022","217.13","212.98","217.13","212.98","","1.95%"
"02/24/2022","212.98","212.92","213.17","211.71","","0.03%"
"02/23/2022","212.92","211.55","213.13","210.40","","0.65%"
"02/22/2022","211.55","212.00","212.00","210.31","","-0.21%"
"02/21/2022","212.00","212.47","213.75","211.39","","-0.22%"
"02/18/2022","212.47","212.21","213.73","211.80","","0.12%"
"02/17/2022","212.21","209.27","212.21","209.27","","1.40%"
"02/16/2022","209.27","209.58","210.43","208.89","","-0.15%"
"02/15/2022","209.58","210.06","210.90","206.64","","-0.23%"
"02/14/2022","210.06","207.26","210.24","207.26","","1.35%"
"02/11/2022","207.26","206.12","207.61","206.12","","0.55%"
"02/10/2022","206.12","206.19","207.28","206.12","","-0.03%"
"02/09/2022","206.19","204.68","206.42","204.68","","0.74%"
"02/08/2022","204.68","203.22","204.71","203.22","","0.72%"
"02/07/2022","203.22","203.08","203.83","203.08","","0.07%"
"02/04/2022","203.08","203.78","203.78","203.08","","-0.34%"
"02/03/2022","203.78","203.95","203.99","203.78","","-0.08%"
"02/02/2022","203.95","204.51","204.61","203.95","","-0.27%"
"02/01/2022","204.51","204.24","204.82","204.24","","0.13%"
"01/31/2022","204.24","202.54","204.26","202.54","","0.84%"
"01/28/2022","202.54","201.27","202.70","201.27","","0.43%"
"01/27/2022","201.68","200.22","201.68","200.22","","0.73%"
"01/26/2022","200.22","199.55","200.22","199.55","","0.34%"
"01/25/2022","199.55","200.17","200.17","199.55","","-0.31%"
"01/24/2022","200.17","202.28","202.28","200.17","","-1.04%"
"01/21/2022","202.28","203.18","203.18","202.28","","-0.44%"
"01/20/2022","203.18","202.78","203.18","202.78","","0.20%"
"01/19/2022","202.78","202.77","202.78","202.77","","0.00%"
"01/18/2022","202.77","202.83","203.01","202.77","","-0.03%"
"01/17/2022","202.83","204.11","204.11","202.83","","-0.63%"
"01/14/2022","204.11","204.32","204.53","204.11","","-0.10%"
"01/13/2022","204.32","204.18","205.26","204.18","","0.07%"
"01/12/2022","204.18","203.93","204.63","203.93","","0.12%"
"01/11/2022","203.93","203.43","203.95","203.43","","0.25%"
"01/10/2022","203.43","201.80","203.45","201.80","","0.81%"
"01/07/2022","201.80","202.03","202.84","201.80","","-0.11%"
"01/06/2022","202.03","200.66","202.08","200.66","","0.68%"
"01/05/2022","200.66","201.33","201.80","200.66","","-0.33%"
"01/04/2022","201.33","202.08","202.43","201.33","","-0.37%"
"01/03/2022","202.08","202.28","202.85","202.08","","-0.10%"
"12/31/2021","202.28","201.64","202.28","201.64","","0.32%"
"12/30/2021","201.64","199.30","201.64","199.30","","1.17%"
"12/29/2021","199.30","199.14","199.64","199.14","","0.08%"
"12/28/2021","199.14","197.70","199.14","197.70","","0.73%"
"12/27/2021","197.70","198.41","198.69","197.70","","-0.36%"
"12/24/2021","198.41","198.39","199.50","198.39","","0.01%"
"12/23/2021","198.39","198.40","198.40","198.39","","-0.01%"
"12/22/2021","198.40","194.93","198.40","194.93","","1.78%"
"12/21/2021","194.93","195.99","196.53","194.93","","-0.54%"
"12/20/2021","195.99","195.18","196.30","195.18","","0.42%"
"12/17/2021","195.18","196.30","196.30","195.18","","-0.57%"
"12/16/2021","196.30","195.24","196.30","195.24","","0.54%"
"12/15/2021","195.24","195.45","195.63","195.24","","-0.11%"
"12/14/2021","195.45","193.66","195.47","193.66","","0.92%"
"12/13/2021","193.66","195.99","196.83","193.66","","-1.19%"
"12/10/2021","195.99","196.61","196.62","195.99","","-0.32%"
"12/09/2021","196.61","196.33","196.86","196.33","","0.14%"
"12/08/2021","196.33","196.61","196.61","196.33","","-0.14%"
"12/07/2021","196.61","196.32","197.21","196.32","","0.15%"
"12/06/2021","196.32","196.94","197.09","196.32","","-0.31%"
"12/03/2021","196.94","197.36","197.87","196.94","","-0.21%"
"12/02/2021","197.36","197.27","198.07","197.36","","0.05%"
"12/01/2021","197.27","198.33","198.43","197.27","","-0.53%"
"11/30/2021","198.33","196.56","198.78","196.56","","0.90%"
"11/29/2021","196.56","195.80","197.33","195.80","","0.39%"
"11/26/2021","195.80","194.08","195.86","194.08","","0.89%"
"11/25/2021","194.08","193.00","194.08","193.00","","0.56%"
"11/24/2021","193.00","193.31","193.75","193.00","","-0.16%"
"11/23/2021","193.31","193.15","194.03","193.15","","0.08%"
"11/22/2021","193.15","193.71","194.15","193.15","","-0.29%"
"11/19/2021","193.71","193.20","193.71","193.20","","0.26%"
