"Date","Price","Open","High","Low","Vol.","Change %"
"11/18/2021","193.20","193.21","193.84","193.20","","-0.01%"
"11/17/2021","193.21","192.04","193.45","192.04","","0.61%"
"11/16/2021","192.04","191.21","192.09","191.21","","0.43%"
"11/12/2021","191.21","191.30","191.37","191.21","","-0.05%"
"11/11/2021","191.30","191.25","192.17","191.30","","0.03%"
"11/10/2021","191.25","189.60","191.25","189.60","","0.87%"
"11/09/2021","189.60","190.51","191.06","189.60","","-0.48%"
"11/08/2021","190.51","191.85","191.85","190.51","","-0.70%"
"11/05/2021","191.85","194.13","194.13","191.85","","-1.17%"
"11/04/2021","194.13","194.21","194.96","194.13","","-0.04%"
"11/03/2021","194.21","194.66","194.86","194.21","","-0.23%"
"11/02/2021","194.66","194.93","195.68","194.66","","-0.14%"
"10/29/2021","194.93","192.90","195.04","192.90","","1.05%"
"10/28/2021","192.90","191.96","193.40","191.96","","0.49%"
"10/27/2021","191.96","191.67","192.15","191.67","","0.15%"
"10/26/2021","191.67","190.21","191.69","190.21","","0.77%"
"10/25/2021","190.21","189.93","190.42","189.93","","0.15%"
"10/22/2021","189.93","189.93","190.40","189.93","","0.00%"
"10/21/2021","189.93","189.35","190.15","189.35","","0.31%"
"10/20/2021","189.35","187.97","189.35","187.97","","0.73%"
"10/19/2021","187.97","188.79","188.92","187.97","","-0.43%"
"10/15/2021","188.79","188.70","188.79","188.70","","0.05%"
"10/14/2021","188.70","188.20","188.70","188.20","","0.27%"
"10/13/2021","188.20","187.61","188.51","187.61","","0.31%"
"10/12/2021","187.61","186.88","187.69","186.88","","0.39%"
"10/11/2021","186.88","186.00","187.12","186.00","","0.47%"
"10/08/2021","186.00","186.24","186.44","186.00","","-0.13%"
"10/07/2021","186.24","186.15","187.05","186.24","","0.05%"
"10/06/2021","186.15","186.06","187.47","186.06","","0.05%"
"10/05/2021","186.06","185.20","186.37","185.20","","0.46%"
"10/04/2021","185.20","184.88","185.56","184.88","","0.17%"
"10/01/2021","184.88","183.98","184.97","183.98","","0.49%"
"09/30/2021","183.98","183.62","184.07","183.62","","0.20%"
"09/29/2021","183.62","183.17","183.62","183.17","","0.25%"
"09/28/2021","183.17","182.67","183.82","182.67","","0.27%"
"09/27/2021","182.67","183.51","183.88","182.67","","-0.46%"
"09/24/2021","183.51","183.94","183.94","183.51","","-0.23%"
"09/23/2021","183.94","181.87","184.21","183.94","","1.14%"
"09/22/2021","181.87","181.37","182.93","181.87","","0.28%"
"09/21/2021","181.37","180.41","181.81","181.37","","0.53%"
"09/20/2021","180.41","179.52","180.73","180.41","","0.50%"
"09/17/2021","179.52","178.93","179.53","179.52","","0.33%"
"09/16/2021","178.93","178.72","179.39","178.93","","0.12%"
"09/15/2021","178.72","178.12","179.23","178.12","","0.34%"
"09/14/2021","178.12","177.70","179.17","178.12","","0.24%"
"09/13/2021","177.70","177.85","178.33","177.70","","-0.08%"
"09/10/2021","177.85","177.57","178.13","177.85","","0.16%"
"09/09/2021","177.57","177.01","177.58","177.57","","0.32%"
"09/08/2021","177.01","176.31","177.72","177.01","","0.40%"
"09/07/2021","176.31","175.97","177.14","175.97","","0.19%"
"09/06/2021","175.97","176.48","176.81","175.97","","-0.29%"
"09/03/2021","176.48","176.76","176.80","176.48","","-0.16%"
"09/02/2021","176.76","176.96","176.99","176.76","","0.36%"
"09/01/2021","176.12","176.31","176.48","176.12","","-0.11%"
"08/31/2021","176.31","175.59","177.24","175.59","","0.41%"
"08/30/2021","175.59","175.41","175.80","175.41","","0.10%"
"08/27/2021","175.41","174.77","176.13","174.77","","0.37%"
"08/26/2021","174.77","174.76","175.35","174.76","","0.01%"
"08/25/2021","174.76","176.52","176.86","174.76","","-1.00%"
"08/24/2021","176.52","175.65","177.22","175.65","","0.50%"
"08/23/2021","175.65","175.85","176.94","175.65","","-0.11%"
"08/20/2021","175.85","175.69","176.17","175.69","","0.09%"
"08/19/2021","175.69","173.76","175.69","173.76","","1.11%"
"08/18/2021","173.76","172.77","174.18","172.77","","0.57%"
"08/17/2021","172.77","171.10","172.77","171.10","","0.98%"
"08/16/2021","171.10","170.51","171.29","170.51","","0.35%"
"08/13/2021","170.51","170.24","170.93","170.24","","0.16%"
"08/12/2021","170.24","169.80","170.24","169.80","","0.26%"
"08/11/2021","169.80","168.92","169.83","168.92","","0.52%"
"08/10/2021","168.92","169.03","169.50","168.92","","-0.07%"
"08/09/2021","169.03","169.32","169.57","169.03","","-0.17%"
"08/06/2021","169.32","168.33","169.37","168.33","","0.59%"
"08/05/2021","168.33","167.73","168.55","167.73","","0.36%"
"08/04/2021","167.73","166.92","167.92","166.92","","0.49%"
"08/03/2021","166.92","168.10","168.26","166.92","","-0.70%"
"08/02/2021","168.10","168.17","168.74","168.10","","-0.04%"
"07/30/2021","168.17","168.66","168.71","168.17","","-0.29%"
"07/29/2021","168.66","168.07","168.66","168.07","","0.35%"
"07/28/2021","168.07","167.66","168.46","168.07","","0.24%"
"07/27/2021","167.66","167.16","167.83","167.16","","0.30%"
"07/26/2021","167.16","167.24","167.52","167.16","","-0.05%"
"07/23/2021","167.24","166.67","167.28","167.24","","0.34%"
"07/22/2021","166.67","166.01","166.89","166.01","","0.40%"
"07/21/2021","166.01","165.14","166.19","165.14","","0.53%"
"07/19/2021","165.14","161.52","165.24","161.52","","2.24%"
"07/16/2021","161.52","161.91","162.40","161.52","","-0.24%"
"07/15/2021","161.91","161.11","161.92","161.11","","0.50%"
"07/14/2021","161.11","159.57","161.26","159.57","","0.97%"
"07/13/2021","159.57","160.00","160.21","159.57","","-0.27%"
"07/12/2021","160.00","161.37","161.37","159.91","","-0.85%"
"07/09/2021","161.37","160.70","161.37","160.70","","0.42%"
"07/08/2021","160.70","160.37","160.75","160.70","","0.21%"
"07/07/2021","160.37","159.65","160.73","159.65","","0.45%"
"07/06/2021","159.65","160.02","160.07","159.65","","-0.23%"
"07/05/2021","160.02","159.85","160.19","159.85","","0.11%"
"07/02/2021","159.85","159.28","159.85","159.85","","0.36%"
"07/01/2021","159.28","160.07","160.07","159.28","","-0.49%"
"06/30/2021","160.07","160.03","160.17","160.07","","0.03%"
"06/29/2021","160.03","160.53","160.53","160.03","","-0.31%"
"06/28/2021","160.53","161.58","161.61","160.53","","-0.65%"
"06/25/2021","161.58","160.71","161.62","161.58","","0.54%"
"06/24/2021","160.71","160.00","160.77","160.71","","0.44%"
"06/23/2021","160.00","160.92","161.14","160.00","","-0.57%"
"06/22/2021","160.92","160.50","161.13","160.50","","0.54%"
"06/21/2021","160.06","160.47","160.56","160.06","","-0.26%"
"06/18/2021","160.47","159.95","160.79","159.95","","0.33%"
"06/17/2021","159.95","160.45","160.93","159.95","","-0.31%"
"06/16/2021","160.45","160.14","160.90","160.45","","0.19%"
"06/15/2021","160.14","159.94","160.62","159.94","","0.13%"
"06/14/2021","159.94","159.62","160.52","159.94","","0.20%"
"06/11/2021","159.62","158.79","160.56","158.79","","0.52%"
"06/10/2021","158.79","158.30","159.21","158.30","","0.31%"
"06/09/2021","158.30","156.78","158.30","156.78","","0.97%"
"06/08/2021","156.78","156.47","156.89","156.47","","0.20%"
"06/07/2021","156.47","155.39","156.64","155.39","","0.70%"
"06/04/2021","155.39","155.03","155.54","155.39","","0.23%"
"06/03/2021","155.03","154.90","155.03","155.03","","0.08%"
"06/02/2021","154.90","155.87","155.87","154.90","","-0.62%"
"06/01/2021","155.87","156.31","156.41","155.87","","-0.28%"
"05/31/2021","156.31","156.72","156.77","156.31","","-0.26%"
"05/28/2021","156.72","157.47","157.47","156.72","","-0.48%"
"05/27/2021","157.47","156.65","157.65","156.65","","0.52%"
"05/26/2021","156.65","154.73","156.65","154.73","","1.24%"
"05/25/2021","154.73","153.70","155.94","153.70","","0.67%"
"05/21/2021","153.70","152.31","154.38","152.31","","0.91%"
"05/20/2021","152.31","150.86","152.31","150.86","","0.96%"
"05/19/2021","150.86","151.49","151.81","150.86","","-0.42%"
"05/18/2021","151.49","150.56","151.59","150.56","","0.62%"
"05/17/2021","150.56","149.44","150.56","149.44","","0.75%"
"05/14/2021","149.44","154.16","154.16","149.44","","-3.06%"
"05/11/2021","154.16","152.07","154.27","152.07","","1.37%"
"05/10/2021","152.07","154.18","154.18","152.07","","-1.37%"
"05/07/2021","154.18","151.57","154.34","151.57","","1.72%"
"05/06/2021","151.57","152.07","152.07","151.57","","-0.33%"
"05/05/2021","152.07","151.31","152.07","151.31","","0.50%"
"05/04/2021","151.31","150.78","151.52","150.78","","0.35%"
"05/03/2021","150.78","150.37","150.91","150.37","","0.27%"
"04/30/2021","150.37","149.40","150.37","149.40","","0.65%"
"04/29/2021","149.40","149.46","149.46","149.40","","-0.04%"
"04/28/2021","149.46","148.35","149.46","148.35","","0.75%"
"04/27/2021","148.35","147.87","148.83","147.87","","0.32%"
"04/26/2021","147.87","148.21","148.21","147.87","","-0.23%"
"04/23/2021","148.21","147.89","148.21","147.89","","0.22%"
"04/22/2021","147.89","146.99","148.00","146.99","","0.61%"
"04/21/2021","146.99","146.63","147.10","146.63","","0.25%"
"04/20/2021","146.63","144.70","146.74","144.70","","1.33%"
"04/19/2021","144.70","144.32","145.20","144.32","","0.26%"
"04/16/2021","144.32","143.72","144.65","143.72","","0.42%"
"04/15/2021","143.72","142.42","143.76","142.42","","0.91%"
"04/14/2021","142.42","141.24","142.50","141.24","","0.84%"
"04/13/2021","141.24","140.56","142.27","140.56","","0.48%"
"04/12/2021","140.56","141.82","141.94","140.56","","-0.89%"
"04/09/2021","141.82","141.84","142.06","141.82","","-0.01%"
"04/08/2021","141.84","141.57","141.92","141.57","","0.19%"
"04/07/2021","141.57","140.70","141.59","140.70","","0.62%"
"04/06/2021","140.70","141.21","141.41","140.70","","-0.36%"
"04/02/2021","141.21","141.24","141.24","141.21","","-0.02%"
"04/01/2021","141.24","140.81","141.31","140.81","","0.31%"
"03/31/2021","140.81","140.06","141.57","140.06","","0.54%"
"03/30/2021","140.06","139.95","141.77","139.95","","0.08%"
"03/29/2021","139.95","139.61","140.47","139.61","","0.24%"
"03/26/2021","139.61","139.62","139.99","139.61","","-0.01%"
"03/25/2021","139.62","140.37","141.76","139.62","","-0.53%"
"03/24/2021","140.37","140.43","140.52","140.37","","-0.04%"
"03/23/2021","140.43","141.71","141.71","140.43","","-0.90%"
"03/22/2021","141.71","141.68","141.85","141.68","","0.02%"
"03/19/2021","141.68","139.60","141.68","139.60","","1.49%"
"03/18/2021","139.60","139.21","139.87","139.21","","0.28%"
"03/17/2021","139.21","138.66","139.72","138.66","","0.40%"
"03/16/2021","138.66","138.53","138.81","138.53","","0.09%"
"03/15/2021","138.53","138.33","138.74","138.33","","0.14%"
"03/12/2021","138.33","139.65","139.69","138.33","","-0.95%"
"03/11/2021","139.65","138.98","139.65","138.98","","0.48%"
"03/10/2021","138.98","139.73","139.73","138.98","","-0.54%"
"03/09/2021","139.73","139.60","139.78","139.60","","0.09%"
"03/08/2021","139.60","139.56","140.26","139.56","","0.03%"
"03/05/2021","139.56","139.54","139.75","139.54","","0.01%"
"03/04/2021","139.54","139.55","139.74","139.54","","-0.01%"
"03/03/2021","139.55","139.36","139.70","139.36","","0.14%"
"03/02/2021","139.36","140.42","140.42","139.36","","-0.75%"
"03/01/2021","140.42","138.68","141.42","138.68","","1.25%"
"02/26/2021","138.68","135.07","138.68","135.07","","2.67%"
"02/25/2021","135.07","134.03","135.07","134.03","","0.78%"
"02/24/2021","134.03","132.95","134.82","132.95","","0.81%"
"02/23/2021","132.95","131.78","132.95","131.78","","0.89%"
"02/22/2021","131.78","132.67","132.90","131.78","","-0.67%"
"02/19/2021","132.67","132.79","132.84","132.67","","-0.09%"
"02/18/2021","132.79","132.84","132.88","132.79","","-0.04%"
"02/17/2021","132.84","132.78","133.48","132.78","","0.05%"
"02/16/2021","132.78","133.35","133.35","132.78","","-0.43%"
"02/15/2021","133.35","133.07","133.44","133.07","","0.21%"
"02/12/2021","133.07","133.58","133.58","133.07","","-0.38%"
"02/11/2021","133.58","133.46","133.84","133.46","","0.09%"
"02/10/2021","133.46","134.62","134.86","133.46","","-0.86%"
"02/09/2021","134.62","135.75","135.75","134.62","","-0.83%"
"02/08/2021","135.75","136.15","136.15","135.75","","-0.29%"
"02/05/2021","136.15","136.75","137.15","136.15","","-0.44%"
"02/04/2021","136.75","137.20","137.21","136.75","","-0.33%"
"02/03/2021","137.20","135.15","137.77","135.15","","1.52%"
"02/02/2021","135.15","134.94","135.53","134.94","","0.16%"
"02/01/2021","134.94","133.82","135.72","133.82","","0.84%"
"01/29/2021","133.82","134.28","134.33","133.82","","-0.34%"
"01/28/2021","134.28","133.88","134.95","133.88","","0.30%"
"01/27/2021","133.88","132.98","133.94","132.98","","0.68%"
"01/26/2021","132.98","132.84","133.05","132.84","","0.11%"
"01/25/2021","132.84","132.10","133.01","132.10","","0.56%"
"01/22/2021","132.10","131.62","132.27","131.62","","0.36%"
"01/21/2021","131.62","131.16","131.62","131.16","","0.35%"
"01/20/2021","131.16","130.87","131.16","130.87","","0.22%"
"01/19/2021","130.87","131.85","132.36","130.87","","-0.74%"
"01/18/2021","131.85","132.23","132.49","131.85","","-0.29%"
"01/15/2021","132.23","133.24","133.34","132.23","","-0.76%"
"01/14/2021","133.24","134.77","134.92","133.24","","-1.14%"
"01/13/2021","134.77","135.06","135.06","134.77","","-0.21%"
"01/12/2021","135.06","135.56","135.56","135.06","","-0.37%"
"01/11/2021","135.56","136.41","136.41","135.56","","-0.62%"
"01/08/2021","136.41","137.67","137.94","136.41","","-0.92%"
"01/07/2021","137.67","137.99","138.18","137.67","","-0.23%"
"01/06/2021","137.99","141.18","141.18","137.99","","-2.26%"
"01/05/2021","141.18","141.57","141.57","141.18","","-0.28%"
"01/04/2021","141.57","145.37","145.37","141.57","","-2.61%"
"12/31/2020","145.37","143.95","145.38","143.95","","0.99%"
"12/30/2020","143.95","143.12","143.95","143.12","","0.58%"
"12/29/2020","143.12","143.46","143.46","143.12","","-0.24%"
"12/28/2020","143.46","140.83","143.46","140.83","","1.87%"
"12/24/2020","140.83","141.01","141.63","140.83","","-0.13%"
"12/23/2020","141.01","142.73","142.73","141.01","","-1.21%"
"12/22/2020","142.73","143.00","143.00","142.73","","-0.19%"
"12/21/2020","143.00","141.81","143.00","141.81","","0.84%"
"12/18/2020","141.81","141.33","141.81","141.33","","0.34%"
"12/17/2020","141.33","137.26","141.33","137.26","","2.97%"
"12/16/2020","137.26","134.17","137.26","134.17","","2.30%"
"12/15/2020","134.17","132.71","134.17","132.71","","1.10%"
"12/14/2020","132.71","132.76","132.83","132.71","","-0.04%"
"12/11/2020","132.76","132.40","132.76","132.40","","0.27%"
"12/10/2020","132.40","131.12","132.45","131.12","","0.98%"
"12/09/2020","131.12","132.59","132.59","131.12","","-1.11%"
"12/08/2020","132.59","131.48","132.59","131.48","","0.84%"
"12/07/2020","131.48","131.17","131.50","131.17","","0.24%"
"12/04/2020","131.17","131.69","131.69","131.17","","-0.39%"
"12/03/2020","131.69","131.52","131.92","131.52","","0.13%"
"12/02/2020","131.52","131.63","131.72","131.52","","-0.08%"
"12/01/2020","131.63","130.86","131.63","130.86","","0.59%"
"11/30/2020","130.86","130.86","131.37","130.86","","0.00%"
"11/27/2020","130.86","129.91","130.86","129.91","","0.73%"
"11/26/2020","129.91","130.23","130.23","129.91","","-0.25%"
"11/25/2020","130.23","129.54","130.23","129.54","","0.53%"
"11/24/2020","129.54","130.31","130.38","129.54","","-0.59%"
"11/23/2020","130.31","128.82","130.31","128.82","","1.16%"
"11/20/2020","128.82","128.64","128.91","128.64","","0.14%"
"11/19/2020","128.64","128.98","128.98","128.64","","-0.26%"
"11/18/2020","128.98","128.97","129.05","128.97","","0.01%"
"11/17/2020","128.97","128.31","128.97","128.31","","0.51%"
"11/16/2020","128.31","127.86","128.31","127.86","","0.35%"
"11/13/2020","127.86","128.48","128.48","127.86","","-0.48%"
"11/12/2020","128.48","128.94","129.10","128.48","","-0.36%"
"11/11/2020","128.94","129.06","129.06","128.94","","-0.09%"
"11/10/2020","129.06","128.90","129.25","128.90","","0.12%"
"11/09/2020","128.90","128.33","128.90","128.33","","0.44%"
"11/06/2020","128.33","128.34","128.34","128.33","","-0.01%"
"11/05/2020","128.34","126.81","128.58","126.81","","1.21%"
"11/04/2020","126.81","126.86","127.19","126.81","","-0.04%"
"11/03/2020","126.86","129.82","129.86","126.86","","-2.28%"
"11/02/2020","129.82","128.18","129.82","128.18","","1.28%"
"10/30/2020","128.18","124.96","128.18","124.96","","2.58%"
"10/28/2020","124.96","123.79","124.96","123.79","","0.95%"
"10/27/2020","123.79","122.19","123.94","122.19","","1.31%"
"10/26/2020","122.19","123.82","123.86","122.19","","-1.32%"
"10/23/2020","123.82","123.70","123.82","123.70","","0.10%"
"10/22/2020","123.70","123.46","123.96","123.46","","0.19%"
"10/21/2020","123.46","123.35","123.86","123.35","","0.09%"
"10/20/2020","123.35","123.36","123.46","123.35","","-0.01%"
"10/19/2020","123.36","122.88","123.36","122.88","","0.39%"
"10/16/2020","122.88","122.37","122.88","122.37","","0.42%"
"10/15/2020","122.37","123.10","123.10","122.37","","-0.59%"
"10/14/2020","123.10","122.75","123.10","122.75","","0.29%"
"10/13/2020","122.75","123.54","123.54","122.75","","-0.64%"
"10/12/2020","123.54","123.64","123.73","123.54","","-0.40%"
"10/09/2020","124.03","123.05","124.03","123.05","","0.80%"
"10/08/2020","123.05","124.26","124.26","123.05","","-0.97%"
"10/07/2020","124.26","123.67","124.29","123.67","","0.48%"
"10/06/2020","123.67","124.18","124.18","123.67","","-0.41%"
"10/05/2020","124.18","124.12","124.25","124.12","","0.05%"
"10/02/2020","124.12","125.24","125.35","124.12","","-0.89%"
"10/01/2020","125.24","126.25","126.25","125.24","","-0.80%"
"09/30/2020","126.25","125.56","126.25","125.56","","0.55%"
"09/29/2020","125.56","125.57","125.78","125.56","","-0.01%"
"09/28/2020","125.57","126.34","126.38","125.57","","-0.61%"
"09/25/2020","126.34","126.34","126.34","126.34","","0.81%"
"09/24/2020","125.33","125.33","125.33","125.33","","-0.43%"
"09/22/2020","125.87","125.65","125.87","125.65","","0.18%"
"09/21/2020","125.65","126.33","126.50","125.65","","-0.54%"
"09/18/2020","126.33","126.92","127.02","126.33","","-0.46%"
"09/17/2020","126.92","126.52","126.92","126.52","","0.32%"
"09/16/2020","126.52","127.17","127.27","126.52","","-0.51%"
"09/15/2020","127.17","128.44","128.54","127.17","","-0.99%"
"09/14/2020","128.44","127.72","128.44","127.72","","0.56%"
"09/11/2020","127.72","127.94","127.99","127.72","","-0.17%"
"09/10/2020","127.94","127.24","127.94","127.24","","0.55%"
"09/09/2020","127.24","127.29","127.42","127.24","","-0.04%"
"09/08/2020","127.29","128.40","128.54","127.29","","-0.86%"
"09/07/2020","128.40","128.90","129.02","128.40","","-0.39%"
"09/04/2020","128.90","128.20","128.90","128.20","","0.55%"
"09/03/2020","128.20","128.40","128.86","128.20","","-0.16%"
"09/02/2020","128.40","130.05","130.05","128.40","","-1.27%"
"09/01/2020","130.05","130.57","130.57","130.05","","-0.40%"
"08/31/2020","130.57","129.15","130.57","129.15","","1.10%"
"08/28/2020","129.15","128.92","129.76","128.92","","0.18%"
"08/27/2020","128.92","129.94","129.98","128.92","","-0.78%"
"08/26/2020","129.94","128.49","130.05","128.49","","1.13%"
"08/25/2020","128.49","128.27","128.50","128.27","","0.17%"
"08/24/2020","128.27","128.54","128.54","128.27","","-0.21%"
"08/21/2020","128.54","129.29","129.29","128.54","","-0.58%"
"08/20/2020","129.29","128.96","129.29","128.96","","0.26%"
"08/19/2020","128.96","129.22","129.26","128.96","","-0.20%"
"08/18/2020","129.22","129.27","129.37","129.22","","-0.04%"
"08/17/2020","129.27","129.93","130.19","129.27","","-0.51%"
"08/14/2020","129.93","129.47","129.93","129.47","","0.36%"
"08/13/2020","129.47","129.50","129.50","129.47","","-0.02%"
"08/12/2020","129.50","129.81","129.83","129.50","","-0.24%"
"08/11/2020","129.81","128.63","129.81","128.63","","0.92%"
"08/10/2020","128.63","129.67","129.99","128.63","","-0.80%"
"08/06/2020","129.67","130.01","130.01","129.67","","-0.26%"
"08/05/2020","130.01","129.03","130.01","129.03","","0.76%"
"08/04/2020","129.03","126.90","129.03","126.90","","1.68%"
"08/03/2020","126.90","128.61","128.75","126.90","","-1.33%"
"07/30/2020","128.61","127.73","128.67","127.73","","0.69%"
"07/29/2020","127.73","127.73","127.76","127.73","","0.00%"
"07/28/2020","127.73","127.75","127.83","127.73","","-0.02%"
"07/27/2020","127.75","128.47","128.47","127.75","","-0.56%"
"07/24/2020","128.47","128.30","128.54","128.30","","0.13%"
"07/23/2020","128.30","128.57","128.59","128.30","","-0.21%"
"07/22/2020","128.57","129.41","129.41","128.57","","-0.65%"
"07/21/2020","129.41","129.72","129.72","129.41","","-0.24%"
"07/20/2020","129.72","130.64","130.64","129.72","","-0.70%"
"07/17/2020","130.64","129.78","130.65","129.78","","0.66%"
"07/16/2020","129.78","130.33","130.33","129.78","","-0.42%"
"07/15/2020","130.33","131.22","131.22","130.33","","-0.68%"
"07/14/2020","131.22","131.37","131.43","131.22","","-0.11%"
"07/13/2020","131.37","131.33","131.52","131.33","","0.03%"
"07/10/2020","131.33","131.68","131.74","131.33","","-0.27%"
"07/09/2020","131.68","132.09","132.68","131.68","","-0.31%"
"07/08/2020","132.09","133.20","133.64","132.09","","-0.83%"
"07/07/2020","133.20","134.05","134.22","133.20","","-0.63%"
"07/06/2020","134.05","134.81","134.81","134.05","","-0.56%"
"07/03/2020","134.81","135.00","135.87","134.81","","-0.14%"
"07/02/2020","135.00","135.81","135.81","135.00","","-0.60%"
"07/01/2020","135.81","135.86","136.15","135.81","","-0.04%"
"06/30/2020","135.86","135.28","135.89","135.28","","0.43%"
"06/29/2020","135.28","134.88","135.28","134.88","","0.30%"
"06/26/2020","134.88","134.36","135.07","134.36","","0.39%"
"06/25/2020","134.36","135.32","135.37","134.36","","-0.71%"
"06/24/2020","135.32","135.59","135.59","135.32","","-0.20%"
"06/23/2020","135.59","135.85","135.95","135.59","","-0.19%"
"06/22/2020","135.85","135.77","135.92","135.77","","0.06%"
"06/19/2020","135.77","135.23","135.77","135.23","","0.40%"
"06/18/2020","135.23","135.14","135.34","135.14","","0.07%"
"06/17/2020","135.14","135.75","135.98","135.14","","-0.45%"
"06/16/2020","135.75","135.87","135.91","135.75","","-0.09%"
"06/15/2020","135.87","137.76","137.76","135.87","","-1.37%"
"06/12/2020","137.76","137.08","138.76","137.08","","0.50%"
"06/11/2020","137.08","138.64","139.01","137.08","","-1.13%"
"06/10/2020","138.64","138.72","138.87","138.64","","-0.06%"
"06/09/2020","138.72","138.73","138.73","138.72","","-0.01%"
"06/08/2020","138.73","138.83","138.83","138.73","","-0.07%"
"06/05/2020","138.83","138.20","138.88","138.20","","0.46%"
"06/04/2020","138.20","136.09","138.20","136.09","","1.55%"
"06/03/2020","136.09","136.70","137.36","136.09","","-0.45%"
"06/02/2020","136.70","135.03","137.08","135.03","","1.24%"
"05/29/2020","135.03","134.21","135.06","134.21","","0.61%"
"05/28/2020","134.21","134.19","134.70","134.19","","0.01%"
"05/27/2020","134.19","132.12","134.40","132.12","","1.57%"
"05/26/2020","132.12","132.40","132.40","132.12","","-0.21%"
"05/25/2020","132.40","132.40","132.40","132.40","","-0.17%"
"05/22/2020","132.63","131.35","132.81","131.35","","0.97%"
"05/19/2020","131.35","131.24","131.57","131.35","","0.08%"
"05/18/2020","131.24","137.15","137.15","131.24","","-4.31%"
"05/15/2020","137.15","136.95","137.78","136.95","","0.15%"
"05/14/2020","136.95","137.49","137.61","136.95","","-0.39%"
"05/13/2020","137.49","136.90","137.49","137.49","","0.43%"
"05/12/2020","136.90","136.88","137.51","136.88","","0.01%"
"05/11/2020","136.88","137.78","138.00","136.88","","-0.65%"
"05/08/2020","137.78","137.25","137.93","137.25","","0.39%"
"05/07/2020","137.25","137.50","137.67","137.25","","-0.18%"
"05/06/2020","137.50","137.41","137.67","137.41","","0.07%"
"05/05/2020","137.41","136.78","137.71","137.41","","0.46%"
"05/04/2020","136.78","136.84","138.05","136.78","","-0.04%"
"04/30/2020","136.84","136.69","137.03","130.67","","0.11%"
"04/29/2020","136.69","138.52","138.56","136.69","","-1.32%"
"04/28/2020","138.52","138.42","139.06","138.42","","0.07%"
"04/27/2020","138.42","138.25","138.43","138.25","","0.12%"
"04/24/2020","138.25","137.54","138.52","137.54","","0.52%"
"04/23/2020","137.54","134.21","137.58","134.21","","2.48%"
"04/22/2020","134.21","134.26","137.71","134.21","","-0.04%"
"04/21/2020","134.26","133.48","134.27","133.48","","0.58%"
"04/20/2020","133.48","133.45","133.67","133.45","","0.02%"
"04/17/2020","133.45","133.22","133.77","133.22","","0.17%"
"04/16/2020","133.22","133.67","133.67","133.22","","-0.34%"
"04/15/2020","133.67","133.76","134.65","133.67","","-0.07%"
"04/14/2020","133.76","133.46","135.03","133.46","","0.22%"
"04/10/2020","133.46","133.23","133.46","133.23","","0.17%"
"04/09/2020","133.23","132.89","133.29","133.23","","0.26%"
"04/08/2020","132.89","133.07","133.15","132.89","","-0.14%"
"04/07/2020","133.07","133.18","133.20","133.07","","-0.08%"
"04/06/2020","133.18","133.55","133.55","133.18","","-0.28%"
"04/03/2020","133.55","134.04","134.14","133.55","","-0.37%"
"04/02/2020","134.04","134.27","134.37","134.04","","-0.17%"
"04/01/2020","134.27","134.09","134.60","134.27","","0.13%"
"03/31/2020","134.09","134.65","134.65","134.09","","-0.42%"
"03/30/2020","134.65","135.24","135.40","134.65","","-0.44%"
"03/27/2020","135.24","136.16","136.16","135.24","","-0.68%"
"03/26/2020","136.16","137.16","137.16","136.16","","-0.73%"
"03/25/2020","137.16","137.93","137.94","137.16","","-0.56%"
"03/24/2020","137.93","138.27","138.28","137.93","","-0.25%"
"03/23/2020","138.27","140.11","140.32","138.27","","-1.31%"
"03/20/2020","140.11","140.03","141.49","140.03","","0.06%"
"03/19/2020","140.03","142.73","142.73","140.03","","-1.89%"
"03/18/2020","142.73","143.17","143.17","142.73","","-0.31%"
"03/17/2020","143.17","143.95","143.98","143.17","","-0.54%"
"03/16/2020","143.95","145.05","145.05","143.95","","-0.76%"
"03/13/2020","145.05","145.05","145.05","145.05","","0.00%"
"03/12/2020","145.05","145.54","145.68","145.05","","-0.34%"
"03/11/2020","145.54","146.37","146.37","145.54","","-0.57%"
"03/10/2020","146.37","145.73","146.37","146.37","","0.44%"
"03/09/2020","145.73","146.46","146.54","145.73","","-0.50%"
"03/06/2020","146.46","145.86","146.70","145.86","","0.41%"
"03/05/2020","145.86","146.78","146.81","145.86","","-0.63%"
"03/04/2020","146.78","147.12","147.88","146.78","","-0.23%"
"03/03/2020","147.12","148.61","148.64","147.12","","-1.00%"
"03/02/2020","148.61","146.01","148.61","146.01","","1.78%"
"02/28/2020","146.01","144.95","146.01","144.95","","0.73%"
"02/27/2020","144.95","143.82","145.40","144.95","","0.79%"
"02/26/2020","143.82","143.31","143.82","143.31","","0.36%"
"02/25/2020","143.31","144.14","144.28","143.31","","-0.58%"
"02/24/2020","144.14","144.39","144.39","144.14","","-0.17%"
"02/21/2020","144.39","144.11","144.39","144.11","","0.19%"
"02/20/2020","144.11","144.56","145.00","144.11","","-0.31%"
"02/19/2020","144.56","145.63","145.63","144.56","","-0.73%"
"02/18/2020","145.63","146.11","146.11","145.63","","-0.33%"
"02/17/2020","146.11","144.71","146.35","146.11","","0.97%"
"02/14/2020","144.71","145.38","145.38","144.71","","-0.46%"
"02/13/2020","145.38","145.75","145.75","145.38","","-0.25%"
"02/12/2020","145.75","147.30","147.30","145.75","","-1.05%"
"02/11/2020","147.30","146.45","148.18","146.45","","0.58%"
